title,age_rating,duration_min,genre,budget,revenue,platform
How I Became a Superhero,18+,101.0,"Action, Drama, International",47774675.76,156521398.97,Netflix
Last Summer,18+,102.0,"Drama, International",75822626.55,250317873.87,Netflix
Lee Su-geun: The Sense Coach,G,46.0,Comedy,165218772.75,549271742.04,Netflix
Lethal Love,13+,89.0,Thriller,214664180.89,714624463.11,Netflix
Ratchet and Clank,PG,94.0,"Comedy, Family and Children, Sci-Fi",198399015.64,660231356.98,Netflix
Back to Q82,13+,104.0,"Comedy, International",84700235.19,280005903.56,Netflix
Home Again,13+,97.0,"Comedy, Drama",286504718.92,954869794.14,Netflix
Midnight Sun,13+,91.0,Drama,221631178.09,737923127.0,Netflix
Rock the Kasbah,R,106.0,"Comedy, Musicals",166751861.7,554398617.11,Netflix
Awon Boyz,18+,38.0,"Documentary and Educational, International",183904503.12,611759574.16,Netflix
Brick Mansions,13+,90.0,"Action, International",126460418.67,419658102.42,Netflix
Clash,18+,87.0,"Drama, International",75071565.86,247806216.4,Netflix
Major Grom: Plague Doctor,18+,138.0,"Action, International",107435830.92,356037081.38,Netflix
Mama Drama,18+,105.0,"Drama, International",227595987.03,757870325.85,Netflix
Tango With Me,13+,104.0,"Drama, International",5303653.1,14492049.28,Netflix
Therapy,PG,85.0,"Drama, International",35705719.51,116161033.24,Netflix
This Little Love Of Mine,G,92.0,"Drama, International",14754789.96,46098041.76,Netflix
Three Thieves,13+,108.0,"Comedy, International",13177911.89,40824729.44,Netflix
A Land Imagined,18+,95.0,"Drama, International",256782714.62,855475037.95,Netflix
Har Kisse Ke Hisse: Kaamyaab,13+,105.0,"Drama, International",211393699.95,703687493.59,Netflix
Rehmataan,13+,116.0,"Drama, International",142777974.9,474226411.7,Netflix
Return of the Prodigal Son,18+,124.0,"Drama, International",30252414.03,97924377.23,Netflix
Rise: Ini Kalilah,PG,101.0,"Drama, International",147993146.66,491666713.53,Netflix
Si Doel the Movie 2,G,95.0,"Drama, International",142568059.46,473524423.6,Netflix
Truckbhar Swapna,13+,128.0,"Comedy, Drama, International",52787359.1,173284549.72,Netflix
Ujala,13+,143.0,"Drama, International",130721643.12,433908264.07,Netflix
Fear Street Part 1: 1994,R,107.0,"Diversity, Horror",120152915.58,398564883.92,Netflix
Haseen Dillruba,18+,136.0,"Drama, International, Thriller",185139179.32,615888513.04,Netflix
Holiday on Mars,18+,94.0,"Comedy, International",190893001.61,635130141.5,Netflix
RattleSnake - The Ahanna Story,18+,136.0,"Drama, International, Thriller",14545898.92,45399479.37,Netflix
Snowpiercer,R,126.0,"Action, International, Thriller",113009171.77,374675153.37,Netflix
The 8th Night,13+,116.0,"Horror, International, Thriller",188132114.8,625897329.72,Netflix
Winchester,13+,100.0,"Horror, Sci-Fi",151437741.32,503185944.95,Netflix
6 Bullets,R,115.0,Action,257090462.52,856504192.2,Netflix
Air Force One,R,125.0,Action,197949395.85,658727762.26,Netflix
Audible,13+,39.0,"Documentary and Educational, Sports",49717393.7,163018133.64,Netflix
Austin Powers in Goldmember,13+,94.0,"Action, Comedy",22100055.47,70661690.53,Netflix
Austin Powers: International Man of Mystery,13+,90.0,Comedy,193083364.18,642455036.28,Netflix
Austin Powers: The Spy Who Shagged Me,13+,95.0,"Action, Comedy, Sci-Fi",8926881.85,26608659.41,Netflix
Boogie Nights,R,155.0,"Comedy, Drama",176146898.8,585817003.72,Netflix
Charlie's Angels,13+,98.0,"Action, Comedy",282128842.19,940236218.4,Netflix
Congo,13+,108.0,"Action, Thriller",173066779.18,575516630.46,Netflix
Dennis the Menace,PG,96.0,"Comedy, Family and Children",117062807.94,388231109.21,Netflix
Dreamy Eyes,13+,117.0,"Drama, International",193343177.31,643323889.62,Netflix
Dynasty Warriors,13+,118.0,"Action, International",138017614.26,458307065.2,Netflix
Hampstead,13+,103.0,"Comedy, Drama, International",164139420.01,545662227.64,Netflix
Kung Fu Panda,PG,94.0,"Comedy, Family and Children",282497977.82,941470662.3,Netflix
Kung Fu Panda 2,PG,93.0,"Comedy, Family and Children",116444688.7,386164027.54,Netflix
Life as We Know It,13+,115.0,"Comedy, Drama",288395978.58,961194444.77,Netflix
Mary Magdalene,R,120.0,"Diversity, Drama, International",271699841.94,905360106.89,Netflix
Memoirs of a Geisha,13+,145.0,Drama,59541549.3,195871555.68,Netflix
Midnight Run,R,126.0,"Action, Adventure, Comedy",21739028.96,69454364.75,Netflix
Mobile Suit Gundam Hathaway,13+,96.0,"Action, Animation, International",31132622.41,100867923.58,Netflix
Mortal Kombat,13+,101.0,"Action, Sci-Fi",6448325.87,18320003.47,Netflix
Mother's Day,18+,118.0,"Comedy, Drama",29238445.27,94533516.46,Netflix
No Strings Attached,R,109.0,"Comedy, Drama",205219025.25,683038472.74,Netflix
Not Another Teen Movie,R,89.0,Comedy,22285405.89,71281529.6,Netflix
Ophelia,13+,106.0,Drama,96373713.46,319043732.73,Netflix
Pet Sematary 2,R,101.0,Horror,253617717.98,844890823.44,Netflix
Red Joan,R,101.0,"Drama, International",7958308.79,23369608.54,Netflix
Seven Pounds,13+,123.0,Drama,244526076.29,814487035.74,Netflix
She's Out of My League,R,106.0,"Comedy, Drama",85274577.66,281926589.3,Netflix
Snow Day,PG,89.0,"Comedy, Family and Children",36331283.46,118253011.14,Netflix
Star Trek,13+,128.0,"Action, Sci-Fi",209324412.44,696767491.65,Netflix
Stuart Little,PG,85.0,"Comedy, Family and Children",189053911.19,628979952.5,Netflix
Sword of Trust,R,89.0,"Comedy, Drama",263364132.04,877484266.33,Netflix
Talladega Nights: The Ballad of Ricky Bobby,13+,108.0,"Action, Comedy, Sports",220786242.1,735097536.7,Netflix
The American,16+,105.0,"Drama, Thriller",241240798.19,803500582.29,Netflix
The Best of Enemies,13+,133.0,Drama,85328337.2,282106369.11,Netflix
The Game,16+,129.0,Thriller,54054423.59,177521799.83,Netflix
The Karate Kid,PG,127.0,"Action, Adventure, Family and Children",225433810.74,750639690.17,Netflix
The Karate Kid Part II,PG,113.0,"Action, Drama, Family and Children",242243587.04,806854055.79,Netflix
The Karate Kid Part III,PG,112.0,"Drama, Family and Children",297161037.46,990506091.49,Netflix
The Life of David Gale,R,130.0,Drama,124372685.4,412676415.14,Netflix
The Long Riders,R,100.0,Action,112233407.65,372080883.98,Netflix
The Queen,13+,103.0,"Drama, International",233147475.26,776435319.45,Netflix
The Strangers,R,85.0,"Horror, Thriller",102900258.54,340869459.9,Netflix
The Sum of All Fears,13+,124.0,Action,279296440.36,930764249.87,Netflix
The Tourist,13+,103.0,"Action, Drama",257665412.8,858426910.57,Netflix
Underworld,R,121.0,"Action, Horror, Sci-Fi",129269214.19,429051127.97,Netflix
Underworld: Awakening,R,89.0,"Action, Horror, Sci-Fi",225510449.27,750895980.68,Netflix
Underworld: Rise of the Lycans,R,92.0,"Action, Horror, Sci-Fi",226608319.35,754567419.8,Netflix
Voiceless,18+,112.0,"Drama, International, Thriller",31834036.78,103213556.45,Netflix
What Dreams May Come,13+,114.0,"Drama, Sci-Fi",270863319.1,902562651.39,Netflix
Why Do Fools Fall in Love,R,116.0,"Drama, Musicals",152070459.36,505301847.21,Netflix
Working Title,R,110.0,Drama,248110782.37,826474820.36,Netflix
America: The Motion Picture,18+,98.0,"Action, Comedy",96694830.71,320117596.07,Netflix
Deranged,13+,98.0,"Drama, International",268761445.32,895533676.17,Netflix
Lying and Stealing,R,100.0,Thriller,117371301.94,389262758.57,Netflix
Mommy Issues,18+,90.0,"Comedy, Drama, International",4240457.79,10936567.72,Netflix
Prime Time,18+,92.0,"Drama, International, Thriller",271709210.95,905391438.22,Netflix
A Way Back Home,13+,82.0,"Drama, International",28294716.36,91377548.12,Netflix
Killing Them Softly,R,97.0,Drama,96474777.64,319381706.23,Netflix
Wanted,13+,90.0,"Comedy, International",285068528.15,950066960.85,Netflix
Into the Wind,18+,76.0,"Drama, International",285231536.93,950612086.22,Netflix
Wonder Boy,13+,83.0,"Documentary and Educational, International",172457928.55,573480544.33,Netflix
Here Comes the Rain,18+,101.0,"Drama, International",189919326.44,631874028.45,Netflix
The Ice Road,13+,109.0,Action,135085211.07,448500677.43,Netflix
Sisters on Track,PG,97.0,"Documentary and Educational, Sports",88670020.74,293281450.62,Netflix
The Seventh Day,R,87.0,Horror,99270699.07,328731678.92,Netflix
Good on Paper,18+,94.0,"Comedy, Drama",202083018.37,672551204.23,Netflix
Murder by the Coast,13+,89.0,"Documentary and Educational, International",225959984.3,752399291.98,Netflix
The House of Flowers: The Movie,18+,88.0,"Comedy, International, Musicals",237682134.07,791599885.82,Netflix
Broken,13+,108.0,"Drama, International",237095824.7,789639180.98,Netflix
O Vendedor de Sonhos,13+,96.0,"Drama, International",28270624.81,91296982.44,Netflix
Osuofia in London,18+,84.0,"Comedy, Drama, International",148831671.11,494470862.67,Netflix
Osuofia in London II,13+,70.0,"Comedy, Drama, International",18210069.24,57653004.14,Netflix
#Selfie,18+,125.0,"Comedy, Drama, International",165309135.81,549573929.44,Netflix
#Selfie 69,18+,119.0,"Comedy, Drama, International",133017619.91,441586348.32,Netflix
Love Is a Story,18+,105.0,"Drama, International, Musicals",266423550.64,887715412.34,Netflix
Mobile Suit Gundam II: Soldiers of Sorrow,13+,133.0,"Action, Animation, International",105923588.75,350979921.05,Netflix
Mobile Suit Gundam III: Encounters in Space,18+,140.0,"Action, Animation, International",36003037.91,117155309.73,Netflix
Mobile Suit Gundam: Char's Counterattack,13+,120.0,"Action, Animation, International",43754512.93,143077382.88,Netflix
A Family,18+,135.0,"Drama, International",228691678.88,761534480.65,Netflix
Fatherhood,13+,111.0,Drama,185847200.93,618256241.51,Netflix
Jagame Thandhiram,18+,159.0,"Action, Drama, International",31235680.16,101212563.86,Netflix
Kambili: The Whole 30 Yards,13+,119.0,"Comedy, Drama, International",26147935.03,84198395.43,Netflix
Mobile Suit Gundam I,13+,139.0,"Action, Adventure, Animation",210589770.31,700999034.55,Netflix
Rurouni Kenshin: The Final,13+,137.0,"Action, International",22756138.9,72855730.06,Netflix
Ali & Ratu Ratu Queens,13+,101.0,"Comedy, Drama, International",246736157.73,821877873.28,Netflix
Aziza,PG,13.0,"Comedy, Drama",212166425.92,706271602.93,Netflix
Besieged Bread,13+,12.0,"Drama, International",25323285.41,81440645.76,Netflix
Fan Girl,18+,101.0,"Drama, International",26366476.51,84929230.31,Netflix
Red Snow,18+,96.0,Drama,296005233.97,986640914.54,Netflix
Silver Linings Playbook,R,122.0,"Comedy, Drama",112906967.93,374333368.68,Netflix
A Man For The Week End,13+,95.0,"Comedy, Drama, International",111822001.97,370705082.85,Netflix
Biking Borders,13+,89.0,"Documentary and Educational, International, Sports",244027070.61,812818287.3,Netflix
Lowriders,13+,98.0,Drama,284227324.64,947253852.53,Netflix
Security,18+,119.0,"Drama, International, Thriller",295814318.08,986002463.72,Netflix
Silver Skates,18+,138.0,"Action, Drama, International",226260077.39,753402847.44,Netflix
FTA,18+,104.0,Documentary and Educational,113501616.07,376321959.57,Netflix
Headspace: Unwind Your Mind,G,273.0,Documentary and Educational,25966714.29,83592366.63,Netflix
Life of Crime,R,101.0,"Comedy, Drama",233366927.86,777169201.24,Netflix
Rogue Warfare: Death of a Nation,R,99.0,Action,167962870.67,558448409.31,Netflix
Sir! No Sir!,18+,84.0,Documentary and Educational,127842380.76,424279587.05,Netflix
The Reason I Jump,13+,82.0,Documentary and Educational,271999961.14,906363749.66,Netflix
Picture a Scientist,18+,97.0,Documentary and Educational,34248047.21,111286362.56,Netflix
The Devil Below,18+,89.0,Horror,148294906.18,492675841.78,Netflix
Sarbath,PG,113.0,"Comedy, Drama, International",36526556.96,118906034.48,Netflix
Skater Girl,PG,110.0,"Drama, Family and Children, International",36140347.79,117614494.15,Netflix
Trese After Dark,13+,36.0,"Animation, Documentary and Educational",195113880.33,649245381.09,Netflix
Wish Dragon,PG,102.0,"Comedy, Family and Children",224067418.9,746070274.78,Netflix
A Haunted House 2,R,86.0,"Comedy, Horror",175427260.76,583410428.22,Netflix
Blind Intersections,18+,91.0,"Drama, International",288689591.99,962176331.22,Netflix
Camellia Sisters,18+,117.0,"Drama, International",113086303.28,374933092.47,Netflix
Copenhagen,13+,99.0,Drama,86427913.8,285783515.07,Netflix
Until Midnight,13+,77.0,"International, Thriller",260711139.33,868612268.28,Netflix
Awake,R,97.0,"Drama, Thriller",67855155.72,223673478.94,Netflix
Confusion Na Wa,18+,106.0,"Comedy, Drama, International",289003539.29,963226217.19,Netflix
Tragic Jungle,18+,97.0,"Drama, International",4634187.93,12253259.24,Netflix
Vampire Academy,13+,104.0,"Action, Comedy, Sci-Fi",290993769.19,969881838.82,Netflix
A Private War,R,110.0,Drama,13904813.67,43255595.96,Netflix
Kitty Love: An Homage to Cats,G,61.0,"Documentary and Educational, Family and Children, International",267451791.0,891153999.39,Netflix
Small Chops,18+,98.0,"Drama, International",158782631.62,527748338.98,Netflix
Breaking Boundaries: The Science Of Our Planet,PG,74.0,Documentary and Educational,297896474.04,992965499.64,Netflix
Sweet & Sour,13+,103.0,"Comedy, Drama, International",290821458.15,969305605.37,Netflix
Trippin' with the Kandasamys,13+,94.0,"Comedy, Drama, International",157406255.41,523145534.39,Netflix
Xtreme,18+,112.0,"Action, International",189190192.8,629435698.27,Netflix
Alan Saldaña: Locked Up,18+,49.0,Comedy,209028858.01,695779114.12,Netflix
Dancing Queens,18+,111.0,"Comedy, Drama, International",136907778.37,454595610.66,Netflix
From Stress to Happiness,G,58.0,"Documentary and Educational, International",188639865.95,627595324.28,Netflix
Myriam Fares: The Journey,13+,72.0,"Documentary and Educational, International, Musicals",175709979.27,584355880.49,Netflix
The Girl and the Gun,18+,78.0,"Drama, International, Thriller",270446245.14,901167894.69,Netflix
2 Hearts,13+,101.0,"Diversity, Drama",14588467.72,45541835.7,Netflix
A Perfect Ending,18+,110.0,"Diversity, Drama",85007993.69,281035093.27,Netflix
American Outlaws,13+,94.0,Action,285173033.74,950416442.93,Netflix
And Then Came Lola,18+,70.0,"Comedy, Diversity, Drama",267188871.38,890274757.51,Netflix
Battlefield Earth,13+,118.0,"Action, Sci-Fi, Thriller",137241369.08,455711187.11,Netflix
Black Holes | The Edge of All We Know,13+,99.0,Documentary and Educational,186419646.74,620170584.54,Netflix
Bliss,18+,103.0,Drama,83936973.71,277453444.86,Netflix
Carnaval,18+,95.0,"Comedy, International, Musicals",57248226.76,188202347.61,Netflix
Cloudburst,18+,93.0,"Comedy, Drama",139645823.08,463752035.1,Netflix
Company of Heroes,R,101.0,"Action, Drama",106652316.18,353416892.8,Netflix
Cradle 2 the Grave,R,101.0,Action,175513177.44,583697746.24,Netflix
Domestic Disturbance,13+,89.0,Thriller,24242656.45,77826863.5,Netflix
Dream/Killer,18+,109.0,Documentary and Educational,292344047.49,974397368.19,Netflix
Felon,R,104.0,"Action, Drama",295877012.6,986212123.41,Netflix
Flipped,PG,90.0,"Comedy, Drama",209750352.49,698191897.85,Netflix
Fools Rush In,13+,109.0,"Comedy, Drama",161292813.54,536142756.71,Netflix
Gold Statue,13+,145.0,"Comedy, Drama, International",93548757.27,309596663.52,Netflix
Hostel: Part III,R,88.0,"Horror, Thriller",244324710.89,813813640.2,Netflix
I Am Sam,13+,132.0,Drama,205734620.59,684762699.44,Netflix
Love Jones,R,109.0,"Comedy, Drama",49622464.86,162700677.65,Netflix
Million Dollar Baby,13+,133.0,"Drama, Sports",273367228.16,910936091.78,Netflix
Mosquita y Mari,13+,85.0,"Diversity, Drama",246938635.63,822554989.2,Netflix
Never Back Down 2: The Beatdown,R,104.0,"Action, Drama, Sports",284990174.07,949804933.3,Netflix
Ninja Assassin,R,99.0,Action,217990133.01,725746936.44,Netflix
Population 436,R,93.0,"Horror, Thriller",184411143.58,613453854.42,Netflix
Seven Souls in the Skull Castle: Season Moon Jogen,13+,204.0,"Action, Drama, International",126054667.85,418301211.99,Netflix
Seven Souls in the Skull Castle: Season Moon Kagen,PG,212.0,"Action, Drama, International",279885816.52,932735210.51,Netflix
Sniper: Legacy,R,98.0,Action,259953102.96,866077283.11,Netflix
Starsky & Hutch,13+,101.0,"Action, Comedy",14520382.36,45314148.24,Netflix
Streets of Fire,PG,94.0,"Action, Adventure, Thriller",8883725.37,26464337.8,Netflix
Super Monsters: Once Upon a Rhyme,G,25.0,Family and Children,113562546.7,376525720.54,Netflix
Swordfish,R,99.0,Action,243355445.9,810572275.45,Netflix
The Four Seasons,PG,108.0,"Comedy, Drama",296195562.67,987277401.7,Netflix
The Girl King,18+,106.0,"Diversity, Drama, International",45974650.44,150501849.41,Netflix
The Interpreter,13+,128.0,Thriller,178645083.89,594171302.28,Netflix
The Meddler,13+,104.0,"Comedy, Drama",114886366.13,380952767.55,Netflix
The Mirror Has Two Faces,13+,127.0,"Comedy, Drama",291004404.95,969917406.37,Netflix
The Outlaw Josey Wales,PG,136.0,"Action, Adventure",252793558.02,842134711.24,Netflix
The Wedding Guest,R,97.0,"Drama, Thriller",251660282.71,838344871.84,Netflix
The Wind,R,88.0,Horror,141139254.78,468746290.48,Netflix
Then Came You,18+,97.0,"Comedy, Drama",125031031.2,414878020.39,Netflix
Welcome Home,R,97.0,Thriller,82748714.51,273479731.22,Netflix
Bo Burnham: Inside,18+,88.0,Comedy,17856273.5,56469859.1,Netflix
One Lagos Night,13+,103.0,"Comedy, International",259551990.5,864735904.02,Netflix
Collateral Beauty,13+,97.0,Drama,244057401.73,812919719.03,Netflix
Dog Gone Trouble,PG,88.0,"Comedy, Family and Children",299915584.31,999717701.52,Netflix
Blue Miracle,PG,97.0,"Diversity, Drama, Family and Children",298994414.29,996637173.39,Netflix
Ghost Lab,18+,118.0,"Horror, International, Thriller",167074079.98,555476162.43,Netflix
Soy Rada: Serendipity,18+,70.0,Comedy,230927237.14,769010516.44,Netflix
The Day I lost My Shadow,18+,91.0,"Drama, International",283484953.23,944771253.31,Netflix
Baggio: The Divine Ponytail,18+,92.0,"Drama, International, Sports",255044569.81,849662425.94,Netflix
Gatao - The Last Stray,18+,120.0,"Action, Drama, International",74957082.42,247423366.93,Netflix
